location,sqft,bath,price,bhk
frazer town,2000.0,3.0,200.0,3
horamavu banaswadi,1156.0,2.0,46.0,2
other,1325.0,2.0,90.0,3
channasandra,1093.0,2.0,37.0,2
raja rajeshwari nagar,1295.0,2.0,43.9,2
haralur road,1027.0,2.0,44.0,2
bannerghatta road,1527.0,3.0,115.0,3
other,1765.0,3.0,105.0,3
other,1480.0,3.0,90.0,3
marathahalli,1469.0,3.0,89.0,3
domlur,2955.0,3.0,235.0,3
hebbal,2400.0,4.0,180.0,3
hosur road,1223.0,2.0,93.0,2
hebbal,2600.0,3.0,195.0,3
other,2456.0,3.0,220.0,3
cv raman nagar,1051.0,2.0,61.0,2
electronic city,1571.0,3.0,89.0,3
1st block jayanagar,1200.0,2.0,130.0,3
thanisandra,1651.0,3.0,97.38,3
hennur road,1232.0,2.0,83.0,2
malleshpalya,1225.0,2.0,46.86,2
haralur road,1520.0,2.0,96.0,3
old madras road,1480.0,2.0,84.0,3
electronic city,1360.0,2.0,58.0,3
7th phase jp nagar,750.0,1.0,47.0,1
thanisandra,2002.0,3.0,112.0,3
other,2400.0,4.0,250.0,4
bannerghatta road,1000.0,2.0,50.0,2
kaggadasapura,1045.0,2.0,55.0,2
raja rajeshwari nagar,1110.0,2.0,52.0,2
jalahalli,615.0,1.0,46.0,1
kanakpura road,2775.0,3.0,165.0,4
yelahanka new town,650.0,1.0,33.0,1
anjanapura,1280.0,2.0,45.0,3
ramamurthy nagar,1170.0,2.0,46.8,2
battarahalli,1071.0,2.0,62.0,2
thanisandra,510.0,1.0,25.25,1
electronic city phase ii,1125.0,2.0,32.63,2
horamavu banaswadi,1357.0,2.0,54.0,2
marathahalli,1910.0,3.0,119.0,3
thanisandra,693.0,1.0,34.3,1
tindlu,1370.07,3.0,65.0,3
electronic city,770.0,1.0,36.0,2
anekal,1150.0,3.0,45.0,3
9th phase jp nagar,1127.0,2.0,50.0,2
kanakpura road,1240.0,2.0,65.0,2
harlur,1290.0,2.0,89.9,2
old airport road,3200.0,4.0,280.0,4
raja rajeshwari nagar,3600.0,9.0,240.0,9
other,470.0,2.0,10.0,1
budigere,1636.0,3.0,85.0,3
vijayanagar,1019.0,2.0,58.0,2
other,990.0,2.0,58.0,2
hsr layout,1100.0,2.0,44.0,2
nagasandra,980.0,2.0,48.0,2
sahakara nagar,1201.0,2.0,80.0,2
thanisandra,1380.0,1.0,62.1,1
other,469.0,1.0,25.0,1
other,1625.0,3.0,150.0,3
kadugodi,1890.0,4.0,125.0,3
raja rajeshwari nagar,1151.0,2.0,39.02,2
hennur road,1590.0,3.0,105.0,3
basavangudi,2600.0,4.0,260.0,4
old airport road,1798.0,3.0,150.0,3
raja rajeshwari nagar,1185.0,2.0,51.15,2
other,1929.0,3.0,115.0,3
marathahalli,1933.0,3.0,140.0,3
hebbal kempapura,1730.0,3.0,175.0,3
jalahalli,2384.0,4.0,165.0,3
hosakerehalli,3205.0,5.0,380.0,4
yelenahalli,1200.0,2.0,45.6,2
hennur road,980.0,2.0,51.0,2
sarjapur  road,1157.0,2.0,69.0,3
electronic city,1571.0,3.0,105.0,3
green glen layout,1728.0,3.0,125.0,3
other,1200.0,2.0,75.0,2
bannerghatta road,1215.0,2.0,68.0,2
hulimavu,1248.0,2.0,69.0,2
kr puram,1040.0,2.0,50.0,2
lakshminarayana pura,1336.0,2.0,100.0,2
kogilu,1170.0,2.0,51.99,2
other,1200.0,2.0,85.0,1
kalena agrahara,1510.0,3.0,78.0,3
sanjay nagar,630.0,1.0,35.0,2
bannerghatta,2370.0,4.0,195.0,3
akshaya nagar,1575.0,3.0,90.0,3
hennur,1040.0,2.0,42.12,2
ramagondanahalli,1910.0,3.0,150.0,3
bannerghatta road,1460.0,2.0,80.0,3
mysore road,883.0,2.0,40.0,2
thanisandra,1265.0,2.0,78.0,2
ramamurthy nagar,1200.0,2.0,46.0,2
other,1200.0,2.0,135.0,2
panathur,1398.0,2.0,97.0,2
electronic city,1342.0,2.0,72.0,2
other,1265.0,2.0,70.0,2
yelahanka new town,450.0,1.0,16.0,1
whitefield,2225.0,3.0,115.0,3
kaggadasapura,1050.0,2.0,48.0,2
banashankari,1390.0,2.0,86.0,2
seegehalli,3000.0,4.0,235.0,3
hennur road,1445.0,2.0,89.56,3
tumkur road,1500.0,3.0,95.0,3
gollarapalya hosahalli,861.0,2.0,34.5,2
whitefield,1200.0,3.0,68.5,3
kothanur,1075.0,2.0,53.0,2
domlur,1720.0,3.0,135.0,3
vidyaranyapura,1200.0,2.0,42.0,2
other,1560.0,3.0,85.0,3
haralur road,1027.0,2.0,44.0,2
varthur,1450.0,3.0,71.0,3
hebbal,919.0,2.0,49.0,2
electronic city phase ii,1395.0,2.0,62.78,3
other,1500.0,3.0,95.0,3
other,823.0,2.0,80.0,2
battarahalli,1779.0,3.0,89.61,3
other,1353.0,2.0,110.0,2
yeshwanthpur,668.0,1.0,36.85,1
kaggadasapura,1200.0,2.0,53.0,2
1st phase jp nagar,840.0,2.0,50.0,1
chandapura,650.0,1.0,17.0,2
other,1350.0,2.0,90.0,2
other,1200.0,3.0,75.0,3
bharathi nagar,1322.0,2.0,68.0,2
hebbal kempapura,1200.0,2.0,125.0,2
yelahanka,2195.0,4.0,127.0,3
bannerghatta road,905.0,2.0,58.0,2
nagasandra,1650.0,3.0,95.0,3
pai layout,1100.0,2.0,50.0,2
electronic city phase ii,1065.0,2.0,30.75,2
marathahalli,1365.0,2.0,73.0,2
other,1670.0,3.0,91.86,3
balagere,1205.0,2.0,79.0,2
kadugodi,1100.0,2.0,45.0,2
haralur road,1243.0,2.0,46.0,2
vijayanagar,1826.0,3.0,121.0,3
sarjapur  road,1539.0,3.0,85.0,3
hennur road,1036.0,2.0,59.46,2
other,900.0,3.0,105.0,2
hbr layout,1656.0,3.0,90.0,3
ramamurthy nagar,950.0,2.0,50.79,2
kr puram,1140.0,2.0,43.32,2
neeladri nagar,527.0,1.0,26.0,1
raja rajeshwari nagar,3900.0,6.0,195.0,6
other,2065.0,3.0,130.0,3
jigani,918.0,2.0,49.0,2
begur road,1565.0,2.0,57.91,3
harlur,1756.0,3.0,128.0,3
sarjapur  road,1787.0,3.0,125.0,3
whitefield,1862.0,3.0,125.0,3
rachenahalli,1050.0,2.0,52.5,2
electronic city phase ii,1244.0,2.0,55.0,2
dodda nekkundi,1585.0,2.0,79.0,3
channasandra,1200.0,2.0,46.13,2
harlur,1752.12,3.0,135.0,3
hoodi,1181.0,2.0,55.0,2
other,550.0,1.0,23.0,1
kudlu gate,1200.0,2.0,44.4,2
begur road,1200.0,2.0,44.0,2
varthur,1024.0,2.0,42.0,2
doddathoguru,855.0,2.0,32.0,2
sarjapur  road,2100.0,3.0,130.0,3
balagere,656.0,1.0,38.77,1
indira nagar,1440.0,3.0,275.0,3
whitefield,3940.0,5.0,265.0,4
hbr layout,1200.0,2.0,60.0,2
electronics city phase 1,1028.0,2.0,51.0,2
hbr layout,1783.0,3.0,125.0,3
bommasandra industrial area,1130.0,2.0,32.64,2
other,2312.0,3.0,156.0,3
rajaji nagar,1640.0,3.0,223.0,3
doddathoguru,1105.0,2.0,50.0,2
electronic city phase ii,1031.0,2.0,56.35,2
other,1200.0,2.0,108.0,3
margondanahalli,1200.0,2.0,67.0,2
other,2100.0,1.0,200.0,2
other,600.0,1.0,17.0,1
btm 2nd stage,2500.0,3.0,345.0,3
varthur road,1277.0,2.0,59.0,2
other,2200.0,4.0,235.0,4
haralur road,1243.0,2.0,46.0,2
babusapalaya,1141.0,2.0,46.0,2
balagere,1210.0,2.0,74.0,2
marathahalli,1045.0,2.0,60.0,2
hsr layout,1145.0,2.0,46.0,2
narayanapura,1308.0,2.0,89.04,2
uttarahalli,1125.0,2.0,47.0,2
vittasandra,1246.0,2.0,67.3,2
laggere,620.0,2.0,48.0,1
hosa road,1332.0,2.0,86.12,3
raja rajeshwari nagar,1133.0,2.0,38.37,2
hebbal kempapura,1400.0,2.0,108.0,2
uttarahalli,1380.0,2.0,42.0,2
other,2200.0,3.0,187.0,3
other,2400.0,4.0,200.0,3
haralur road,1194.0,2.0,46.0,2
btm 2nd stage,1100.0,2.0,47.0,2
yelahanka,1327.0,2.0,85.0,2
hennur road,1949.0,3.0,133.0,3
kanakpura road,1167.0,2.0,63.0,2
kasavanhalli,1476.0,3.0,105.0,3
other,660.0,1.0,35.0,1
8th phase jp nagar,2700.0,4.0,130.0,4
horamavu banaswadi,1156.0,2.0,46.9,2
jakkur,1230.0,2.0,79.0,2
vidyaranyapura,1050.0,2.0,50.0,2
yelahanka,1614.0,2.0,100.0,3
old madras road,935.0,2.0,45.0,2
koramangala,1180.0,2.0,128.0,2
babusapalaya,1061.0,2.0,38.95,2
budigere,1636.0,3.0,88.0,3
other,2240.0,3.0,300.0,3
mysore road,1200.0,2.0,65.0,2
electronic city,1275.0,3.0,63.43,3
ardendale,1732.46,3.0,92.0,3
nagavarapalya,705.0,1.0,57.0,1
attibele,460.0,1.0,13.0,1
other,1636.0,3.0,97.0,3
sarjapur,1830.0,3.0,88.0,3
uttarahalli,1290.0,2.0,56.12,3
kodigehaali,1200.0,2.0,55.0,2
bannerghatta road,1270.0,2.0,73.0,3
kothanur,1436.0,3.0,70.0,3
kanakapura,1476.0,3.0,75.0,3
other,1200.0,2.0,150.0,2
sarjapur  road,1290.0,2.0,88.0,2
other,1520.0,3.0,165.0,3
bannerghatta road,595.0,1.0,31.83,1
kammanahalli,1200.0,2.0,80.0,2
hoodi,1000.0,2.0,48.0,2
other,4830.0,5.0,390.0,4
kodigehalli,1820.0,3.0,150.0,3
marathahalli,1680.0,3.0,105.0,3
electronic city phase ii,972.0,2.0,44.0,2
kodigehalli,1200.0,2.0,48.0,2
other,1350.0,3.0,77.0,3
banashankari stage vi,2200.0,4.0,195.0,4
kodichikkanahalli,1026.0,2.0,45.0,2
yelahanka,1315.0,2.0,75.0,2
other,825.0,2.0,40.0,1
kothanur,9600.0,5.0,550.0,5
hennur road,2041.0,3.0,128.0,3
sahakara nagar,1200.0,2.0,54.0,2
hosur road,3300.0,5.0,240.0,5
akshaya nagar,1662.0,3.0,85.1,3
ananth nagar,992.0,2.0,24.8,2
jigani,937.0,2.0,44.0,2
sarjapur  road,1157.0,2.0,75.0,3
btm 2nd stage,1200.0,2.0,80.0,2
kenchenahalli,1150.0,2.0,58.0,2
other,1100.0,2.0,145.0,3
electronic city,1070.0,2.0,58.0,2
2nd phase judicial layout,1150.0,2.0,40.25,2
akshaya nagar,1690.0,3.0,85.0,3
r.t. nagar,1500.0,4.0,185.0,4
bisuvanahalli,845.0,2.0,32.0,2
sahakara nagar,1180.0,2.0,72.0,2
5th phase jp nagar,1000.0,2.0,48.0,2
whitefield,2134.0,4.0,118.0,3
thanisandra,1573.0,3.0,98.0,3
other,1155.0,2.0,64.0,2
raja rajeshwari nagar,1165.0,2.0,45.0,2
hosa road,880.0,2.0,50.0,2
whitefield,1720.0,3.0,128.0,3
varthur,1085.0,2.0,45.0,2
devanahalli,1174.0,2.0,59.0,2
whitefield,1216.0,2.0,75.0,2
other,945.0,2.0,54.0,2
uttarahalli,1107.0,2.0,45.0,2
kasavanhalli,1715.0,3.0,112.0,3
kr puram,1205.0,2.0,45.79,2
whitefield,1216.0,2.0,75.0,2
thanisandra,1697.0,3.0,114.0,3
begur road,952.0,2.0,42.0,2
other,1400.0,3.0,98.0,3
lb shastri nagar,1250.0,2.0,48.5,2
gunjur,1080.0,2.0,41.0,2
gottigere,1280.0,2.0,61.0,2
mico layout,800.0,1.0,29.5,1
singasandra,1100.0,2.0,52.0,2
frazer town,1706.0,3.0,154.0,3
kaggalipura,950.0,2.0,47.0,2
thanisandra,1296.0,2.0,80.0,2
hennur,1255.0,2.0,53.5,2
sector 7 hsr layout,3000.0,5.0,275.0,4
doddathoguru,1208.0,3.0,45.0,3
thanisandra,1098.0,2.0,74.0,2
thanisandra,1093.0,2.0,68.1,2
ananth nagar,900.0,2.0,22.5,2
vishveshwarya layout,750.0,1.0,30.0,1
ardendale,2062.0,3.0,150.0,4
electronic city phase ii,1192.0,2.0,47.0,3
other,925.0,2.0,55.0,2
raja rajeshwari nagar,1295.0,2.0,70.0,2
jakkur,1950.0,3.0,131.0,3
mallasandra,1565.0,2.0,69.0,2
kanakapura,1283.0,2.0,68.0,2
ulsoor,1685.0,4.0,185.0,3
hulimavu,1115.0,2.0,44.6,2
kudlu gate,1336.0,2.0,86.0,2
akshaya nagar,1421.0,2.0,73.0,3
whitefield,3606.0,4.0,312.0,4
marathahalli,1600.0,3.0,88.0,2
kannamangala,957.0,2.0,55.0,2
mysore road,1060.0,2.0,62.0,2
nagarbhavi,1055.0,2.0,55.0,2
kadubeesanahalli,1545.0,2.0,66.0,3
thanisandra,1564.0,3.0,100.0,3
hormavu,1015.0,2.0,39.08,2
marathahalli,957.0,2.0,46.9,2
hosa road,1680.0,3.0,101.0,3
other,922.0,2.0,70.0,2
yelahanka,1234.0,2.0,80.0,2
7th phase jp nagar,1850.0,3.0,155.0,3
hennur road,1053.0,2.0,53.0,2
raja rajeshwari nagar,1850.0,3.0,98.0,3
7th phase jp nagar,1050.0,2.0,75.0,2
chamrajpet,650.0,1.0,40.0,2
brookefield,1260.0,2.0,70.0,2
kengeri,750.0,2.0,35.5,2
other,1310.0,2.0,88.0,2
rajaji nagar,1160.0,1.0,163.0,2
tc palaya,1800.0,2.0,80.0,2
vittasandra,1246.0,2.0,67.5,2
other,600.0,1.0,38.0,1
other,1125.0,4.0,70.0,3
hennur,1255.0,2.0,52.32,2
kanakapura,551.0,1.0,30.0,1
sultan palaya,1765.0,3.0,80.0,3
hebbal,823.0,2.0,50.63,2
kaggalipura,1000.0,2.0,60.0,2
hegde nagar,1348.0,2.0,80.5,3
hrbr layout,1301.0,2.0,120.0,2
yelahanka new town,450.0,1.0,15.0,1
chandapura,1065.0,2.0,33.0,3
sarjapur  road,1112.0,2.0,58.0,2
begur,1304.0,3.0,65.0,3
uttarahalli,1002.0,2.0,40.08,2
kenchenahalli,1150.0,2.0,57.0,2
yelahanka new town,650.0,1.0,18.0,1
begur,1306.0,2.0,65.0,2
domlur,1850.0,3.0,180.0,3
kasavanhalli,1245.0,2.0,80.0,2
hebbal,1345.0,2.0,97.0,2
other,1427.0,2.0,85.0,3
electronic city,1152.0,2.0,65.75,2
hennur road,1290.0,2.0,94.5,3
other,1625.0,3.0,95.0,3
bellandur,1550.0,2.0,59.0,2
electronic city phase ii,1336.0,2.0,50.35,3
7th phase jp nagar,1850.0,3.0,150.0,3
hoodi,1500.0,2.0,84.0,2
rachenahalli,1050.0,2.0,52.71,2
gunjur,1457.0,2.0,60.0,2
marathahalli,2519.0,5.0,185.0,4
tindlu,1357.0,2.0,65.0,3
chikkalasandra,1070.0,2.0,42.8,2
bhoganhalli,1447.0,2.0,75.97,2
anekal,614.0,1.0,28.0,2
tumkur road,1354.0,3.0,90.0,3
other,1855.0,3.0,225.0,3
bhoganhalli,1447.0,2.0,75.97,2
thigalarapalya,1418.0,2.0,104.0,2
hulimavu,1058.0,2.0,48.0,2
other,3811.0,3.0,475.0,4
other,600.0,1.0,43.0,1
7th phase jp nagar,1050.0,2.0,50.0,2
yelahanka,602.0,1.0,38.0,1
sarjapur  road,1350.0,2.0,85.0,2
other,1600.0,5.0,140.0,5
vidyaranyapura,1200.0,2.0,65.0,3
kanakpura road,1900.0,3.0,99.0,3
other,6000.0,5.0,400.0,4
itpl,1200.0,3.0,56.12,3
abbigere,795.0,2.0,32.54,2
kothanur,1075.0,2.0,53.0,2
kereguddadahalli,1000.0,2.0,34.0,2
other,1155.0,2.0,65.0,2
malleshwaram,2215.0,3.0,275.0,3
hebbal,2388.0,3.0,195.0,3
kothanur,1847.0,3.0,105.0,3
kr puram,1100.0,2.0,46.0,2
other,2400.0,5.0,300.0,6
other,2800.0,7.0,250.0,7
thanisandra,777.0,1.0,38.46,1
electronic city,630.0,1.0,33.7,1
hebbal,2526.0,2.0,250.0,3
anekal,620.0,2.0,22.0,2
kaggadasapura,1106.0,2.0,40.0,2
other,1250.0,2.0,68.0,2
uttarahalli,1040.0,2.0,36.4,2
electronics city phase 1,1340.0,2.0,75.0,2
rajaji nagar,3526.0,4.0,598.0,4
electronic city,1644.0,3.0,92.59,3
marathahalli,1230.0,2.0,80.0,2
haralur road,1810.0,3.0,97.83,3
bommanahalli,1100.0,1.0,55.0,2
other,1500.0,2.0,97.0,3
hennur road,1195.0,2.0,73.0,2
8th phase jp nagar,3300.0,3.0,165.0,3
hosa road,1016.0,2.0,39.95,2
hennur,1255.0,2.0,52.32,2
other,1000.0,2.0,63.0,2
old airport road,2690.0,4.0,201.0,4
bannerghatta road,1200.0,2.0,69.0,3
other,2098.0,3.0,210.0,3
jigani,943.0,2.0,49.5,2
haralur road,1976.0,3.0,92.0,3
other,2600.0,8.0,180.0,8
kammasandra,810.0,2.0,24.5,2
jakkur,1816.0,3.0,119.0,3
vittasandra,1246.0,2.0,67.0,2
bannerghatta road,1750.0,3.0,130.0,3
sarjapura - attibele road,1090.0,2.0,37.0,2
other,793.0,1.0,40.0,1
hebbal,4235.0,5.0,364.0,4
electronic city,750.0,1.0,35.0,1
hebbal,1320.0,2.0,92.0,2
panathur,1180.0,2.0,70.0,2
other,1280.0,2.0,100.0,3
other,1800.0,5.0,140.0,6
other,1200.0,4.0,110.0,4
kengeri,3000.0,5.0,130.0,8
other,3000.0,4.0,301.0,4
jigani,920.0,2.0,46.0,2
mysore road,1170.0,2.0,65.0,2
sarjapur  road,1700.0,3.0,93.5,3
kr puram,1277.5,2.0,56.8,2
sarjapur,1044.0,2.0,36.0,2
uttarahalli,1425.0,2.0,64.0,3
domlur,780.0,1.0,70.0,1
gunjur,1063.0,2.0,40.0,2
talaghattapura,1868.0,3.0,121.0,3
old madras road,1171.0,2.0,73.0,2
banashankari,1800.0,3.0,115.0,3
thanisandra,1573.0,3.0,100.0,3
attibele,520.0,1.0,15.0,1
varthur,1250.0,3.0,71.0,3
electronic city phase ii,1089.0,2.0,32.67,2
ramamurthy nagar,1050.0,2.0,51.66,2
cunningham road,2700.0,3.0,501.0,3
whitefield,1820.0,3.0,113.0,3
bommanahalli,515.0,1.0,25.0,1
bommanahalli,1091.0,2.0,40.0,2
shivaji nagar,3820.0,1.0,306.0,1
kanakpura road,525.0,1.0,27.0,1
akshaya nagar,1179.0,2.0,51.0,2
raja rajeshwari nagar,3450.0,7.0,225.0,8
other,1402.0,2.0,85.0,3
other,1750.0,3.0,100.0,3
haralur road,1056.0,2.0,65.0,2
raja rajeshwari nagar,1267.0,2.0,42.85,2
ardendale,2062.0,3.0,140.0,4
bisuvanahalli,1075.0,2.0,48.0,3
other,1405.0,3.0,169.0,3
raja rajeshwari nagar,1140.0,2.0,44.0,2
kanakpura road,525.0,1.0,26.0,1
9th phase jp nagar,5000.0,4.0,290.0,4
devanahalli,1080.0,2.0,52.0,2
munnekollal,1750.0,3.0,86.5,3
malleshwaram,580.0,1.0,45.0,1
kogilu,1200.0,2.0,53.33,2
kasavanhalli,1115.0,2.0,50.0,2
hegde nagar,1703.0,3.0,125.0,3
yelachenahalli,1103.0,2.0,55.0,2
banashankari stage vi,4800.0,3.0,200.0,4
channasandra,1010.0,2.0,32.0,2
other,650.0,1.0,30.0,1
kengeri satellite town,1050.0,2.0,43.0,2
other,1191.0,2.0,90.0,2
kr puram,1100.0,2.0,43.0,2
hosa road,1170.0,2.0,65.0,2
other,1350.0,2.0,175.0,3
nagavara,400.0,1.0,14.0,1
marathahalli,1610.0,3.0,90.0,3
raja rajeshwari nagar,1250.0,2.0,68.0,2
jakkur,1858.0,3.0,123.0,3
bhoganhalli,1205.0,2.0,64.47,2
koramangala,1005.0,1.0,110.0,2
lingadheeranahalli,1682.0,3.0,120.0,3
hormavu,1000.0,2.0,50.0,2
kalyan nagar,3800.0,5.0,300.0,4
chandapura,645.0,1.0,16.45,1
other,985.0,2.0,63.0,2
doddaballapur,3206.0,5.0,270.0,4
jakkur,1080.0,2.0,60.0,2
other,1180.0,2.0,69.0,2
other,1050.0,2.0,70.0,2
thanisandra,760.0,1.0,50.0,1
begur road,1170.0,2.0,46.0,2
kr puram,750.0,2.0,40.0,2
nagasandra,2400.0,4.0,145.0,4
hormavu,1263.0,2.0,47.36,2
kr puram,1100.0,2.0,39.9,2
other,1750.0,3.0,170.0,3
iblur village,5515.0,6.0,425.0,5
marathahalli,2500.0,5.0,181.0,4
kammasandra,1156.0,2.0,32.0,2
bellandur,3600.0,4.0,260.0,4
konanakunte,2400.0,2.0,180.0,3
haralur road,1243.0,2.0,46.0,2
other,600.0,1.0,58.0,1
bannerghatta road,1640.0,2.0,120.0,3
7th phase jp nagar,1050.0,2.0,77.0,2
parappana agrahara,1194.0,2.0,47.0,2
sarjapur,625.0,1.0,19.0,1
kudlu gate,940.0,2.0,69.57,2
marathahalli,1710.0,3.0,100.0,3
hormavu,1555.0,3.0,75.0,3
thigalarapalya,2072.0,4.0,155.0,3
vijayanagar,1527.0,3.0,115.0,3
sahakara nagar,1219.0,2.0,48.0,2
7th phase jp nagar,1575.0,2.0,110.0,3
kanakpura road,1698.0,2.0,105.0,2
choodasandra,1115.0,2.0,50.0,2
yelahanka new town,1385.0,2.0,65.0,2
seegehalli,1683.0,3.0,80.0,3
whitefield,905.0,1.0,55.0,1
lakshminarayana pura,1172.0,2.0,75.0,2
bellandur,850.0,2.0,45.0,2
kanakapura,1254.0,2.0,70.0,3
channasandra,1200.0,3.0,67.77,3
bommenahalli,1632.0,3.0,140.0,4
varthur road,900.0,2.0,27.0,2
other,1550.0,3.0,160.0,3
uttarahalli,1125.0,1.0,45.0,2
rachenahalli,1856.0,3.0,106.0,3
other,2300.0,3.0,280.0,3
haralur road,1243.0,2.0,46.0,2
other,1468.0,2.0,140.0,2
akshaya nagar,1225.0,2.0,68.0,2
abbigere,795.0,2.0,32.54,2
gubbalala,1745.0,3.0,115.0,3
hoodi,1063.0,2.0,61.17,2
kudlu gate,1535.0,3.0,85.0,3
horamavu agara,994.0,2.0,42.28,2
hsr layout,1140.0,2.0,46.0,2
other,1419.0,3.0,85.0,3
other,2200.0,3.0,225.0,4
ramagondanahalli,2257.0,4.0,157.0,3
hosa road,1040.0,2.0,68.59,2
bannerghatta road,1460.0,2.0,90.0,3
sanjay nagar,1150.0,2.0,72.2,2
kodihalli,1620.0,3.0,130.0,3
kasavanhalli,1747.0,3.0,110.0,3
other,2023.71,3.0,275.0,3
kenchenahalli,1280.0,2.0,69.0,3
kasavanhalli,1100.0,2.0,50.0,2
kengeri,410.0,1.0,15.0,1
raja rajeshwari nagar,1258.0,2.0,63.53,2
bommasandra,955.0,2.0,35.28,2
hsr layout,1127.0,2.0,68.0,2
kanakpura road,1843.0,3.0,95.84,3
kadubeesanahalli,1365.0,3.0,80.0,3
hormavu,1143.0,2.0,53.0,2
haralur road,1027.0,2.0,44.0,2
other,1804.0,3.0,150.0,3
chikka tirupathi,3297.0,3.0,135.0,3
whitefield,2901.0,4.0,190.0,3
singasandra,1179.0,2.0,56.0,2
yelahanka,1610.0,4.0,85.0,3
electronic city,1221.0,2.0,68.0,2
malleshpalya,1065.0,2.0,50.0,2
hsr layout,1027.0,2.0,44.0,2
kr puram,1156.0,2.0,72.0,2
other,1639.0,3.0,123.0,3
hosur road,1919.0,3.0,117.0,3
begur road,1200.0,2.0,43.2,2
ombr layout,1300.0,2.0,80.0,2
hegde nagar,1965.0,4.0,125.0,3
other,1092.0,3.0,95.0,3
ramamurthy nagar,1050.0,2.0,37.0,2
raja rajeshwari nagar,1140.0,2.0,38.65,2
other,2000.0,3.0,145.0,3
hal 2nd stage,600.0,3.0,145.0,2
whitefield,1485.0,2.0,96.51,2
kanakpura road,1300.0,3.0,69.0,3
hennur road,1232.0,2.0,69.6,2
attibele,1500.0,3.0,90.0,3
vittasandra,1404.0,2.0,69.3,2
balagere,645.0,1.0,34.18,1
hennur road,1981.0,3.0,134.0,3
chandapura,1208.0,3.0,45.0,3
5th phase jp nagar,600.0,1.0,30.0,1
banashankari,1800.0,3.0,125.0,3
yelahanka,2145.0,3.0,125.0,3
hebbal,2790.0,4.0,198.0,4
7th phase jp nagar,1680.0,3.0,125.0,3
thanisandra,1265.0,2.0,82.0,2
hebbal,2600.0,3.0,199.0,3
vasanthapura,1037.0,2.0,36.28,2
electronics city phase 1,638.0,1.0,32.0,1
anjanapura,950.0,2.0,30.0,2
chikka tirupathi,1808.0,4.0,80.27,3
hoodi,1240.0,2.0,65.0,2
padmanabhanagar,3400.0,3.0,210.0,4
iblur village,3596.0,5.0,260.0,4
other,3155.0,4.0,316.0,3
other,1140.0,2.0,76.0,2
bannerghatta,1113.0,2.0,70.0,2
hebbal,2080.0,3.0,175.0,3
sarjapur  road,1862.0,4.0,110.0,3
dodda nekkundi,1100.0,2.0,46.75,2
other,1942.0,3.0,155.0,3
ramagondanahalli,1253.0,2.0,52.66,2
ramamurthy nagar,1000.0,2.0,62.0,2
electronics city phase 1,1800.0,3.0,93.0,3
sarjapur  road,1346.0,2.0,74.03,2
whitefield,3010.0,3.0,200.0,3
hebbal,3960.0,5.0,386.0,4
thigalarapalya,1418.0,2.0,103.0,2
whitefield,1350.0,2.0,88.0,2
jp nagar,1800.0,6.0,68.0,6
electronic city,1025.0,2.0,47.0,3
ramamurthy nagar,1200.0,2.0,66.0,3
hegde nagar,1801.0,3.0,140.0,3
bellandur,1195.0,2.0,51.0,2
yelahanka,654.0,1.0,38.4,1
bommanahalli,1160.0,2.0,53.0,2
other,1600.0,2.0,90.0,3
other,1200.0,3.0,130.0,3
kereguddadahalli,1080.0,2.0,32.0,2
ramamurthy nagar,1050.0,2.0,37.8,2
channasandra,1010.0,2.0,36.0,2
other,1655.0,3.0,155.0,3
arekere,1240.0,2.0,60.0,2
other,1141.0,2.0,62.0,2
anandapura,1000.0,2.0,55.0,2
akshaya nagar,1388.0,2.0,57.0,2
other,1350.0,2.0,185.0,2
kaikondrahalli,1700.0,4.0,108.0,4
kanakapura,1151.0,2.0,59.0,2
other,1768.0,3.0,95.0,3
marathahalli,1220.0,2.0,57.0,2
gottigere,1235.0,2.0,63.0,2
electronic city,1296.0,2.0,65.0,2
other,845.0,2.0,55.0,2
other,1595.0,3.0,115.0,3
hebbal,2790.0,5.0,198.0,4
hennur road,973.0,2.0,56.0,2
yelahanka,1517.0,3.0,76.3,3
other,1468.0,3.0,130.0,2
lakshminarayana pura,1149.0,2.0,75.0,2
nehru nagar,1269.0,2.0,63.0,3
hbr layout,1700.0,3.0,110.0,3
8th phase jp nagar,1062.0,2.0,42.47,2
hebbal,1075.0,2.0,52.0,2
kodihalli,2700.0,4.0,270.0,3
uttarahalli,1125.0,2.0,48.0,2
thanisandra,760.0,1.0,50.4,1
rajiv nagar,1330.0,2.0,93.0,2
chikkabanavar,1600.0,2.0,80.0,3
jigani,914.0,2.0,49.0,2
gunjur,1235.0,2.0,52.76,2
ngr layout,1019.0,2.0,45.9,2
other,2000.0,2.0,160.0,2
kanakpura road,670.0,1.0,35.0,1
marathahalli,950.0,2.0,45.68,2
other,1050.0,2.0,67.0,2
thanisandra,1697.0,3.0,115.0,3
hennur road,1140.0,2.0,56.0,2
kundalahalli,1724.0,3.0,146.0,3
electronic city phase ii,1031.0,2.0,55.0,2
sompura,825.0,2.0,32.0,2
kothanur,1195.0,2.0,59.0,2
kalena agrahara,1200.0,2.0,45.0,2
whitefield,630.5,1.0,32.15,1
other,1233.0,2.0,100.0,2
rajaji nagar,1440.0,2.0,165.0,2
badavala nagar,1842.0,3.0,115.0,3
other,812.0,1.0,26.0,1
kundalahalli,1724.0,3.0,128.0,3
begur road,1160.0,2.0,42.0,2
other,3259.0,3.0,270.0,3
